,index,date,observer,oc,oce,source
43,35,2011-05-15,Fraine et al. 2013,-0.1,0.1,ExoClock literature
44,36,2011-05-12,Fraine et al. 2013,0.0,0.1,ExoClock literature
45,37,2011-05-10,Fraine et al. 2013,0.0,0.1,ExoClock literature
46,38,2011-05-08,Fraine et al. 2013,0.0,0.1,ExoClock literature
47,39,2011-05-07,Fraine et al. 2013,-0.1,0.1,ExoClock literature
48,40,2011-05-05,Fraine et al. 2013,0.1,0.1,ExoClock literature
49,41,2011-05-04,Fraine et al. 2013,-0.0,0.1,ExoClock literature
50,42,2011-05-02,Fraine et al. 2013,-0.1,0.1,ExoClock literature
51,43,2011-04-30,Fraine et al. 2013,-0.1,0.1,ExoClock literature
52,44,2011-04-29,Fraine et al. 2013,-0.1,0.1,ExoClock literature
53,45,2011-04-26,Fraine et al. 2013,-0.4,0.2,ExoClock literature
54,46,2011-04-18,Fraine et al. 2013,0.2,0.2,ExoClock literature
55,47,2011-03-30,Fraine et al. 2013,-0.3,0.2,ExoClock literature
56,48,2011-03-11,Fraine et al. 2013,0.4,0.1,ExoClock literature
57,49,2010-08-21,Harps\xc3\xb8e et al. 2013,0.1,0.2,ExoClock literature
58,50,2010-08-06,Harps\xc3\xb8e et al. 2013,0.2,0.3,ExoClock literature
59,51,2010-08-02,Harps\xc3\xb8e et al. 2013,0.2,0.1,ExoClock literature
60,52,2010-07-18,Harps\xc3\xb8e et al. 2013,0.4,0.3,ExoClock literature
61,53,2010-07-14,Harps\xc3\xb8e et al. 2013,0.2,0.2,ExoClock literature
62,54,2010-07-07,Harps\xc3\xb8e et al. 2013,-0.3,0.9,ExoClock literature
63,55,2010-07-06,Harps\xc3\xb8e et al. 2013,-0.4,0.2,ExoClock literature
64,56,2010-06-29,Harps\xc3\xb8e et al. 2013,1.7,0.6,ExoClock literature
65,57,2010-05-18,Berta et al. 2011,-0.0,0.1,ExoClock literature
66,58,2010-05-10,Berta et al. 2011,0.1,0.2,ExoClock literature
67,61,2010-04-29,C\xc3\xa1ceres et al. 2014,1.5,0.2,ExoClock literature
68,60,2010-04-29,Harps\xc3\xb8e et al. 2013,0.7,1.3,ExoClock literature
69,59,2010-04-29,Harps\xc3\xb8e et al. 2013,0.8,1.0,ExoClock literature
70,62,2010-04-27,Fraine et al. 2013,0.0,0.1,ExoClock literature
71,63,2010-04-26,Fraine et al. 2013,0.1,0.1,ExoClock literature
72,64,2009-06-17,Berta et al. 2011,-0.2,0.2,ExoClock literature
73,65,2009-06-01,Berta et al. 2011,-0.0,0.1,ExoClock literature
74,66,2009-05-29,Berta et al. 2011,-0.1,0.1,ExoClock literature
75,67,2009-05-15,Berta et al. 2011,0.2,0.5,ExoClock literature
76,68,2009-05-15,Berta et al. 2011,-0.1,0.1,ExoClock literature
