date,observer,oc,oce,source
2009-07-31,Maciejewski et al. 2011,0.7,0.5,ExoClock literature
2009-07-31,Maciejewski et al. 2011,0.6,0.6,ExoClock literature
2009-07-31,Barros et al. 2013,0.4,0.6,ExoClock literature
2009-07-31,Barros et al. 2013,0.8,0.6,ExoClock literature
2009-01-05,Maciejewski et al. 2011,0.2,0.5,ExoClock literature
2009-01-05,Barros et al. 2013,0.1,0.6,ExoClock literature
2008-11-17,Sada et al. 2016,1.2,0.5,ExoClock literature
2008-11-04,Krej\xc4\x8dov\xc3\xa1 et al. 2010,3.0,1.2,ExoClock literature
2008-11-04,Barros et al. 2013,0.7,0.7,ExoClock literature
2008-09-19,Barros et al. 2013,-2.0,0.5,ExoClock literature
2008-09-16,Barros et al. 2013,-1.5,0.4,ExoClock literature
2008-08-10,Sada et al. 2016,-0.5,0.6,ExoClock literature
2008-07-16,Barros et al. 2013,-0.2,0.1,ExoClock literature
2007-10-15,Barros et al. 2013,0.9,0.6,ExoClock literature
2007-09-14,Christian et al. 2009,1.0,0.6,ExoClock literature
2007-09-01,Barros et al. 2013,-1.3,0.9,ExoClock literature
