,index,date,observer,oc,oce,source
30,83,2019-12-21,Martin Fowler,2.0,3.5,ExoClock observation
31,84,2019-12-06,Martin Fowler,2.5,2.0,ExoClock observation
32,85,2019-10-24,Martin Fowler,-2.2,1.6,ExoClock observation
33,86,2019-10-19,Dimitrios Deligeorgopoulos,-0.7,1.3,ExoClock observation
34,87,2019-09-28,Martin Fowler,-1.0,1.2,ExoClock observation
35,88,2018-12-09,Alfredo Biagini,1.6,0.4,ExoClock observation
36,89,2018-12-09,Alessandro Marchini,-1.0,0.9,ExoClock observation
37,90,2018-10-25,Ana\xc3\xabl W\xc3\xbcnsche,3.2,1.3,ExoClock observation
38,91,2018-10-12,Luca Naponiello,1.1,0.6,ExoClock observation
39,92,2018-10-12,Ana\xc3\xabl W\xc3\xbcnsche,-0.8,1.0,ExoClock observation
40,93,2018-09-30,Ana\xc3\xabl W\xc3\xbcnsche,-1.0,0.3,ExoClock observation
41,94,2017-11-30,Pere Guerra,0.5,0.4,ExoClock observation
42,95,2017-11-17,Alessandro Marchini,0.4,0.7,ExoClock observation
43,96,2016-09-29,Marc Deldem,-0.9,0.7,ExoClock observation
44,97,2016-08-01,Nikolaos Paschalis,0.8,1.9,ExoClock observation
45,0,2016-01-08,Wang et al. 2019,-0.7,1.3,ExoClock literature
46,98,2015-12-28,Ana\xc3\xabl W\xc3\xbcnsche,1.6,0.3,ExoClock observation
47,99,2015-11-15,Ana\xc3\xabl W\xc3\xbcnsche,8.0,0.7,ExoClock observation
48,1,2015-08-26,Tregloan-Reed et al. 2018,-0.2,0.1,ExoClock literature
49,100,2015-08-11,Ana\xc3\xabl W\xc3\xbcnsche,1.4,0.6,ExoClock observation
50,2,2015-01-01,Wang et al. 2019,0.5,0.7,ExoClock literature
51,101,2014-12-21,Antonio Marino,4.3,1.3,ExoClock observation
52,3,2014-12-21,Tregloan-Reed et al. 2018,-0.2,0.1,ExoClock literature
53,4,2014-12-17,Wang et al. 2019,1.0,1.2,ExoClock literature
54,102,2014-10-24,Claudio Lopresti,3.3,1.2,ExoClock observation
55,5,2014-10-24,Tregloan-Reed et al. 2018,-0.4,0.6,ExoClock literature
56,6,2014-09-05,Tregloan-Reed et al. 2018,-0.2,0.3,ExoClock literature
57,7,2014-09-01,Tregloan-Reed et al. 2018,-0.4,0.2,ExoClock literature
58,8,2014-01-11,Tregloan-Reed et al. 2018,-0.3,0.5,ExoClock literature
59,9,2013-12-29,Seeliger et al. 2014,-0.5,0.6,ExoClock literature
60,10,2013-12-10,Wang et al. 2019,-1.1,0.3,ExoClock literature
61,11,2013-12-02,Seeliger et al. 2014,0.4,0.4,ExoClock literature
62,12,2013-11-04,Seeliger et al. 2014,0.0,0.2,ExoClock literature
63,13,2013-11-01,Seeliger et al. 2014,-0.0,0.2,ExoClock literature
64,14,2013-10-07,Seeliger et al. 2014,-0.0,0.3,ExoClock literature
65,17,2013-09-07,Seeliger et al. 2014,0.0,0.7,ExoClock literature
66,16,2013-09-07,Seeliger et al. 2014,0.1,0.3,ExoClock literature
67,15,2013-09-07,Seeliger et al. 2014,0.2,0.5,ExoClock literature
68,18,2012-12-23,Seeliger et al. 2014,1.1,1.4,ExoClock literature
69,19,2012-12-03,Wang et al. 2019,0.7,0.7,ExoClock literature
70,20,2012-11-22,Seeliger et al. 2014,-0.1,0.3,ExoClock literature
71,21,2012-11-18,Wang et al. 2019,0.4,0.6,ExoClock literature
72,22,2012-11-14,Mallonn et al. 2016,-0.8,0.1,ExoClock literature
73,23,2012-11-14,Mallonn et al. 2016,-1.1,0.2,ExoClock literature
74,24,2012-11-05,Wang et al. 2019,-0.3,0.4,ExoClock literature
75,25,2012-10-25,Seeliger et al. 2014,3.1,1.5,ExoClock literature
76,26,2012-10-19,Gibson et al. 2013,0.6,0.3,ExoClock literature
77,27,2012-10-10,Seeliger et al. 2014,-0.5,0.8,ExoClock literature
78,28,2012-10-10,Seeliger et al. 2014,-1.8,3.1,ExoClock literature
79,29,2012-09-15,Seeliger et al. 2014,-0.1,0.5,ExoClock literature
80,30,2012-09-12,Seeliger et al. 2014,-0.3,1.2,ExoClock literature
81,31,2012-09-12,Seeliger et al. 2014,-0.3,0.7,ExoClock literature
82,32,2012-09-06,Gibson et al. 2013,0.2,0.4,ExoClock literature
83,33,2012-08-18,Seeliger et al. 2014,1.4,1.0,ExoClock literature
84,34,2012-08-16,Seeliger et al. 2014,0.2,0.4,ExoClock literature
85,35,2012-01-16,Seeliger et al. 2014,-0.1,0.9,ExoClock literature
86,36,2012-01-16,Seeliger et al. 2014,-1.6,1.6,ExoClock literature
87,37,2011-12-27,Seeliger et al. 2014,0.2,0.4,ExoClock literature
88,38,2011-12-14,Seeliger et al. 2014,-0.1,0.6,ExoClock literature
89,39,2011-12-01,Seeliger et al. 2014,0.8,0.5,ExoClock literature
90,41,2011-11-29,Seeliger et al. 2014,-0.3,1.2,ExoClock literature
91,40,2011-11-29,Seeliger et al. 2014,0.4,0.2,ExoClock literature
92,42,2011-11-14,Seeliger et al. 2014,0.0,0.5,ExoClock literature
93,43,2011-11-01,Seeliger et al. 2014,0.6,1.1,ExoClock literature
94,44,2011-11-01,Wang et al. 2019,0.2,0.1,ExoClock literature
95,45,2011-10-04,Seeliger et al. 2014,1.4,1.5,ExoClock literature
96,46,2011-10-04,Tregloan-Reed et al. 2018,0.1,0.2,ExoClock literature
97,50,2011-08-25,Tregloan-Reed et al. 2018,-0.2,0.3,ExoClock literature
98,47,2011-08-25,Tregloan-Reed et al. 2018,0.3,0.7,ExoClock literature
99,48,2011-08-25,Tregloan-Reed et al. 2018,0.2,0.3,ExoClock literature
100,49,2011-08-25,Tregloan-Reed et al. 2018,0.1,0.3,ExoClock literature
101,51,2007-11-15,Zhao et al. 2014,0.1,0.1,ExoClock literature
102,52,2007-11-11,Hartman et al. 2011,0.1,0.1,ExoClock literature
