date,observer,oc,oceu,ocel,source
2013-08-04 10:18:44.352000000,Bachschmidt m.,-24.048,2.1744,2.1744,ETD
2013-08-01 11:38:16.224000000,Benishek v.,14.4,2.6208,2.6208,ETD
2013-07-26 12:53:02.976000000,"Janko mravik, jaroslav grnja",6.912,4.6368,4.6368,ETD
2013-07-26 12:49:47.712000000,René r.,3.6,3.3984,3.3984,ETD
2013-07-05 17:28:59.808000256,Benni p.,-5.328,3.2256,3.2256,ETD
2013-06-13 10:45:23.616000256,"Mravik j., grnja j.",2.448,4.2336,4.2336,ETD
2013-06-07 12:05:21.408000000,Marino g.,0.144,1.1808,1.1808,ETD
2013-05-05 19:52:21.791999744,Shadic s.,14.4,3.7152,3.7152,ETD
2013-04-13 12:36:51.840000000,Enrique díez alonso,-9.648,3.1824,3.1824,ETD
2013-04-13 12:35:00.384000000,Alonso e. d.,-11.52,2.6928,2.6928,ETD
2012-10-08 07:55:33.600000000,"Mravik j., grnja j.",-3.6,2.0592,2.0592,ETD
2012-10-05 08:37:46.848000000,Blois sologne astronomie,-2.592,3.888,3.888,ETD
2012-10-05 08:37:23.519999744,"Mravik j., grnja j.",-2.88,3.7152,3.7152,ETD
2012-10-05 08:31:59.520000000,Scarmato t.,-8.352,0.9792,0.9792,ETD
2012-10-02 09:15:26.207999744,"Sergeev a, sokov e.",-6.048,0.5184,0.5184,ETD
2012-09-05 15:28:43.680000256,Strickland w.,-3.168,1.3392,1.3392,ETD
2012-08-08 10:07:39.072000000,Lopresti c.,4.896,1.728,1.728,ETD
2012-08-02 11:28:22.656000256,Naves r.,3.312,1.3536,1.3536,ETD
2012-06-14 10:33:40.319999744,"Mravik j., grnja j.",-10.512,2.9376,2.9376,ETD
2012-06-11 11:21:42.624000000,Horta f. g.,-3.6,2.52,2.52,ETD
2012-05-21 16:11:49.632000000,"Palladino s., poelarends j. a.",-1.584,2.4048,2.4048,ETD
2012-04-08 14:13:56.928000000,Horta f. g.,3.888,3.6,3.6,ETD
2011-10-26 16:27:10.656000000,Shtalenkova j.,13.104,3.7728,3.7728,ETD
2011-10-23 16:53:51.648000000,"Makely n., hutcheson m., depree c.",-1.44,1.2672,1.2672,ETD
2011-10-01 10:09:16.704000256,Fernand emering,5.328,4.3344,4.3344,ETD
2011-10-01 10:03:32.832000256,Nickel o.,-0.288,2.0016,2.0016,ETD
2011-10-01 09:58:25.247999744,Emering f.,-5.472,0.9936,0.9936,ETD
2011-08-29 17:44:36.383999744,Garlitz j.,8.064,1.44,1.44,ETD
2011-08-22 07:23:07.007999744,Hui m.,3.744,2.592,2.592,ETD
2011-08-17 20:19:06.239999744,Hose k.,-2.016,1.2816,1.2816,ETD
2011-08-07 10:48:44.064000256,Naves r.,3.456,1.6128,1.6128,ETD
2011-04-25 10:45:57.311999744,Hentunen v.-p.,0.432,2.1456,2.1456,ETD
2011-04-22 11:23:47.040000000,Hentunen v.-p.,-2.88,4.1472,4.1472,ETD
2009-12-19 16:16:22.223999744,"J.-m. désert et al., 2011",0.0,0.0346,0.0346,ETD
